category,name,forkedFrom,tvl,chain
Yield,TokensFarm,,5135820.9696,Multi-Chain
Dexes,Crystalvale,['Uniswap V2'],5117322.710189582,DFK
Dexes,OraiDEX,,5106749.517691179,Orai
Dexes,Nomiswap,['Uniswap V2'],5102787.96817412,Binance
Lending,Aada,,5101850.95553104,Cardano
Staking Pool,UniFi Staking,,5080965.9,Multi-Chain
Dexes,Arbitrum Exchange V2,['Uniswap V2'],4999843.062676409,Arbitrum
Liquid Staking,stake.link liquid,,4991887.159572345,Ethereum
Yield Aggregator,Zunami Protocol,,4975419.309466327,Ethereum
Liquid Staking,Karura Liquid-Staking,,4972446.509517427,Karura
Indexes,Neutrino,,4953225.221728,Waves
Dexes,ViteX,,4944710.11093622,Vite
Dexes,DeDust,,4935699.234461085,TON
Liquid Staking,Tortuga,,4907411.552182368,Aptos
Yield,KordFi,,4902056.26,Tezos
Cross Chain,Interport Finance,,4896775.1170950215,Multi-Chain
Launchpad,DeepLock,,4874453.458132164,Binance
Options Vault,Dual Finance,,4833313.285415869,Solana
Lending,Karura Dollar (kUSD),,4825886.654913396,Karura
Cross Chain,O3 Swap,,4756812.77,Multi-Chain
Dexes,FlatQube,,4748832.441188002,Everscale
Dexes,WigoSwap,['Uniswap V2'],4729152.3620869955,Fantom
Lending,Port Finance,,4713824.177154909,Solana
CDP,TProtocol,,4655146.818826215,Ethereum
Dexes,Arbitrum Exchange V3,['Uniswap V3'],4615989.71679228,Arbitrum
Lending,Larix,,4595039.987908566,Solana
Yield,Flashstake,,4593773.626850788,Multi-Chain
Dexes,eZKalibur,['Uniswap V2'],4573039.597521475,zkSync Era
Farm,VyFinance Vaults,,4531608.81,Cardano
Derivatives,Hakka Finance,,4438749.701600592,Multi-Chain
Dexes,Solarbeam,['Uniswap V2'],4436906.982542426,Moonriver
Derivatives,Alpaca Perpetual Futures Exchange,['GMX'],4366505.255974435,Binance
Lending,Yield Protocol,,4344278.26312536,Multi-Chain
Staking Pool,Filet Finance,,4322077.39541805,Multi-Chain
Dexes,Equilibre,['Solidly'],4307940.361658274,Kava
Prediction Market,Azuro,,4287855.808848132,Multi-Chain
Dexes,Lifinity,,4276078.026761076,Solana
Yield,Bunny,,4244290.322047724,Multi-Chain
Prediction Market,Gnosis Protocol v1,,4227568.285010081,Ethereum
Dexes,Arbswap AMM,['Uniswap V2'],4224504.366735753,Multi-Chain
Dexes,Increment Swap,,4205150.332849797,Flow
Dexes,BenSwap,['Uniswap V2'],4190902.006786053,Multi-Chain
Dexes,Crescent Dex,,4182826.668412137,Crescent
Lending,Ghost,,4174492.540974803,Kujira
Dexes,Rook,,4154251.6098335953,Ethereum
Cross Chain,CrossChain Bridge,,4151897.864471513,Multi-Chain
Dexes,NetSwap,['Uniswap V2'],4138633.584393559,Metis
Bridge,Wrapped BNB,['BinanceChain BEPs'],4128546.823945621,Binance
Dexes,BakerySwap,['Uniswap V2'],4107280.1743499585,Binance
Dexes,Joe V2,,4097727.214972133,Multi-Chain
Dexes,veSync,['Solidly'],4094457.353215698,zkSync Era
CDP,AstridDAO,,4091991.8442005184,Astar
Yield,Impermax Finance,,4087838.537927,Multi-Chain
Liquidity manager,Dyson,,4087032.370020116,Multi-Chain
Lending,Cat in a Box,,4073770.3983886833,Ethereum
Lending,Dolomite,,4066205.4842263125,Arbitrum
Liquid Staking,uniETH,,4036234.6774146287,Ethereum
Bridge,Allbridge,,3985990.5289277188,Multi-Chain
Dexes,Zyberswap V3,['Uniswap V2'],3915317.0986191826,Arbitrum
Dexes,SolidLizard,['Solidly'],3892085.6126464284,Arbitrum
Lending,KlayBank,['Aave'],3880108.574552,Klaytn
Yield,Single Finance,,3798746.9635682637,Multi-Chain
Dexes,Yoshi Exchange,['Uniswap V2'],3783089.692082566,Multi-Chain
Dexes,OpenLeverage,,3776344.9108213224,Multi-Chain
Staking Pool,ThunderCore Staking,,3729570.179737319,ThunderCore
Dexes,ZilSwap,,3712121.4488014015,Zilliqa
Lending,Moola Market,['Aave'],3690501.8509725276,Celo
Yield,Arbi's Finance,,3679471.5355784823,Arbitrum
Options,Aevo,,3670984.506733,Ethereum
CDP,Kokoa Finance,,3670476.76,Klaytn
Launchpad,FlokiFi Locker,,3665969.0217389776,Multi-Chain
Leveraged Farming,Sentiment,,3638335.194919275,Arbitrum
Lending,Valas Finance,['Aave'],3629872.0163247227,Binance
Lending,Moonwell Apollo,['Compound'],3592643.523602,Moonriver
Dexes,Velocimeter V2,['Solidly'],3590348.1124716634,Multi-Chain
Yield,BabelFish,,3574414.3717134222,RSK
Lending,Klap,['Aave'],3569039.1109678415,Klaytn
Launchpad,Juicebox V3,,3562651.0356027493,Ethereum
Yield,Ethernity Chain,,3554053.61740626,Ethereum
Yield Aggregator,Avault,,3538139.3950868547,Astar
Cross Chain,Interlay Collateral,,3535312.5599999996,Interlay
Derivatives,Voltz,,3534995.5392711703,Multi-Chain
Dexes,STON.fi,,3527237.8891034983,TON
Dexes,BabySwap,['Uniswap V2'],3508363.4262412414,Binance
Dexes,Kava Swap,,3500514.456759977,Kava
Derivatives,Fulcrom,['GMX'],3480202.6308501493,Cronos
Dexes,Tomb Swap,,3472069.1480933507,Fantom
Cross Chain,Symbiosis Finance,,3456849.6155575,Multi-Chain
Leveraged Farming,Archi Finance,,3454633.3949778266,Arbitrum
Derivatives,Horizon Protocol,['Synthetix'],3410507.8241699757,Binance
Services,Metronome V1,,3400286.436182074,Ethereum
Yield Aggregator,Mellow Protocol,,3383015.7792932484,Multi-Chain
Options,Buffer Finance,,3381821.310712743,Multi-Chain
Derivatives,Metavault.Trade,['GMX'],3370258.47734905,Polygon
Dexes,Dove Swap V3,['Uniswap V3'],3348246.624135833,Polygon zkEVM
Yield Aggregator,MugenFinance,,3346863.668125298,Arbitrum
Dexes,Balanced,,3333474.6861358387,Icon
Lending,SiO2 Finance,['AAVE'],3318195.585821274,Astar
Liquid Staking,SFT Protocol,,3268674.7519219164,Filecoin
Liquidity manager,Range Protocol,,3243984.860198719,Multi-Chain
Liquid Staking,Hord,,3239483.123907127,Ethereum
Dexes,Turbos,,3213572.3101435415,Sui
RWA,Solv Protocol,,3211339.5376267107,Multi-Chain
CDP,Mars Ecosystem,,3205092.693854157,Binance
Derivatives,Hyperliquid,,3202553.278577,Arbitrum
Dexes,Trisolaris,['Uniswap V2'],3187487.918867651,Aurora
Lending,Proton Loan,,3180117.307522,Proton
Dexes,SharkSwap,['Uniswap V2'],3157464.3784799767,SXnetwork
Dexes,Acala Swap,,3134086.865117117,Acala
Bridge,Hyphen,,3115967.7816431597,Multi-Chain
NFT Marketplace,Sudoswap V1,,3107960.270475862,Ethereum
Cross Chain,XY Finance,,3104502.1458594203,Multi-Chain
Insurance,Sherlock,,3099796.594419,Ethereum
Cross Chain,BoringDAO,,3084336.8194665127,Multi-Chain
CDP,Kolibri,,3082501.468693704,Tezos
Yield,Extra Finance,,3077203.9174912185,Optimism
Dexes,WhaleEx,,3047285.4174012505,EOS
Derivatives,Erasure,,3039763.524575584,Ethereum
Yield Aggregator,Waterfall DeFi,,3014114.739430475,Multi-Chain
Dexes,Bifrost Dex,,3006697.1991488347,Bifrost
RWA,Meld Gold,,3001147.318287135,Algorand
Lending,Bastion,['Compound'],3000572.868957527,Aurora
CDP,Yama Finance,,2986323.5518290196,Arbitrum
Dexes,Ramses V2,['Uniswap V3'],2974109.778737314,Arbitrum
Yield,Bow,,2951258.6089367224,Kujira
Dexes,FLRX,['Uniswap V2'],2947737.435778466,Songbird
Lending,Optim Finance,,2911793.689624006,Cardano
Yield,GrizzlyFi,,2910516.396218609,Binance
Derivatives,UniDex,,2906058.8013458657,Multi-Chain
Payments,LlamaPay,,2885324.381030752,Multi-Chain
Yield,Gro,,2877117.3547931206,Multi-Chain
Dexes,DeFis Network,,2870144.004795615,EOS
Indexes,Alongside,,2852737.0588493077,Ethereum
Options,Ribbon Earn,,2849144.868470069,Ethereum
CDP,Hubble,,2833172.9069780116,Solana
Dexes,Depth,,2828401.5010339785,Multi-Chain
Lending,Channels Finance,['Compound'],2816304.04151538,Multi-Chain
Dexes,WX Network,,2793935.0,Waves
Yield,Ceres Demeter,,2789412.3406349067,Sora
Dexes,Solidly V2,['Solidly'],2781531.504555406,Ethereum
Dexes,Defi Kingdoms,['Uniswap V2'],2762793.7368767615,Multi-Chain
Liquid Staking,stCELO,,2754458.050893278,Celo
Dexes,DFX Finance,['Shell Protocol'],2745299.765353662,Multi-Chain
Liquid Staking,Eris Protocol,,2737711.644500778,Multi-Chain
Prediction Market,WINR Protocol,,2729097.1766645005,Arbitrum
Staking Pool,Klayportal,,2726713.5224740957,Klaytn
Services,Revert Compoundor,,2715264.3534890777,Multi-Chain
Lending,Aurigami,['Compound'],2688663.5185549855,Aurora
Staking Pool,WEMIX.FI Staking,,2687185.7526327996,WEMIX
Options,Whiteheart,,2660585.2529456103,Ethereum
Derivatives,Jarvis Network,,2643612.957516197,Multi-Chain
Dexes,OpenBook,,2614968.650209993,Solana
Dexes,Camelot V3,['Algebra DEX'],2613978.1076984634,Arbitrum
Dexes,MarginSwap,,2612755.641854937,Multi-Chain
Dexes,KlaySwap V3,,2611693.350724793,Klaytn
Dexes,WanSwap Dex,,2603980.224577014,Wanchain
Dexes,10KSwap,,2596655.481120908,Starknet
Farm,Proteo Defi,,2592118.120878746,Elrond
Insurance,Tidal Finance,,2570874.483851,Polygon
Dexes,Dexter,,2566642.272335,Persistence
Dexes,Libre Swap,,2535558.369745,Libre
Dexes,VoltSwap V2,['Uniswap V2'],2520874.4863505345,Meter
Dexes,Ashswap,,2520266.275906,Elrond
Privacy,Sienna Network,,2516738.743569456,Secret
Yield Aggregator,Meteora vaults,,2511965.2105208538,Solana
Dexes,FIN,,2506886.056221336,Kujira
Yield,Athena Finance,['Vector Finance'],2502929.088118527,Metis
Yield Aggregator,MM Optimizer,['Bunny'],2488900.401575627,Cronos
Dexes,Ubeswap,['Uniswap V2'],2480963.66245323,Celo
Dexes,Tealswap,['Uniswap V2'],2462930.7285219873,Oasys
Derivatives,LionDEX,,2454044.02158347,Arbitrum
Lending,Sovryn Lend,,2450748.43,RSK
CDP,USK,,2439665.0450491672,Kujira
Dexes,NEOPIN Pool,['Uniswap V2'],2438771.88273228,Multi-Chain
Dexes,HeliSwap,['Uniswap V2'],2429111.043858664,Hedera
Options,Opium,,2427739.5815168037,Multi-Chain
Derivatives,Polynomial Trade,,2425601.4652075097,Optimism
Dexes,YokaiSwap,['Uniswap V2'],2421404.2856978346,Multi-Chain
Lending,marginfi,,2413835.3476056927,Solana
Farm,Sperax Demeter,,2392743.510911896,Arbitrum
CDP,Overnight USDT+,,2378476.846195305,Binance
Dexes,MantisSwap,,2378027.016569919,Multi-Chain
Lending,Midas Capital,['Rari Capital'],2365802.5509461705,Multi-Chain
Dexes,CherrySwap,['Uniswap V2'],2356849.8573662536,OKExChain
Yield,Sunny,,2342894.55847095,Solana
Options Vault,Olive,,2331678.499367362,Multi-Chain
Dexes,Parallel AMM,,2321732.989929868,Multi-Chain
Lending,WanLend,['Compound'],2320270.9420712483,Wanchain
Options,Deri Protocol,,2318869.003092583,Multi-Chain
Yield,Brahma,,2316156.494078137,Multi-Chain
Dexes,Humble Defi,,2310764.050425,Algorand
Lending,Hundred Finance,['Compound'],2309821.5389004084,Multi-Chain
Payments,Sushi Furo,,2287131.901000753,Multi-Chain
Reserve Currency,Pluto,,2269717.801018,Waves
Liquid Staking,stkd-SCRT,,2264607.8019584916,Secret
Dexes,Ambient,,2263402.155588276,Ethereum
Dexes,mySwap,,2258872.19319693,Starknet
Indexes,Agility LSD,,2254607.52824534,Ethereum
Synthetics,CVI Finance,,2254277.7688770713,Multi-Chain
Derivatives,Bluefin,,2250986.04951,Arbitrum
Yield,SingularityDAO,,2249887.7353085876,Multi-Chain
Yield Aggregator,Phoenix Bonds,,2244889.9959133733,Near
Dexes,ArcherSwap,['Uniswap V2'],2239592.117273951,CORE
Lending,Starlay Finance,['Aave'],2237834.9277478224,Astar
Dexes,Axial,['Saddle Finance'],2226873.408112472,Avalanche
Yield,ApolloDAO,,2213362.564290767,Multi-Chain
Liquid Staking,ClayStack,,2211373.971751561,Ethereum
Derivatives,Morphex,['GMX'],2204320.339133686,Fantom
Dexes,RadioShack,['Uniswap V2'],2199991.7476255004,Multi-Chain
Options Vault,Katana,,2196950.106454251,Solana
Dexes,Glacier Finance,['Solidly'],2190312.14443039,Avalanche
Liquid Staking,Quicksilver Protocol,,2183381.2426538244,Quicksilver
Leveraged Farming,Archimedes Finance,,2179939.69871864,Ethereum
Liquidity manager,Unipilot,,2169662.760780454,Multi-Chain
Dexes,SoliSnek Finance,['Solidly'],2161313.187111538,Avalanche
Dexes,IDEX,,2145857.598402958,Multi-Chain
Dexes,Unicly,['Uniswap V2'],2145239.9750144086,Ethereum
Dexes,ClaimSwap V1,['Uniswap V2'],2137182.558489464,Klaytn
Liquid Staking,sTLOS Liquid Staking,,2136960.2344334885,Telos
Dexes,Perlin,,2119371.8490914903,Ethereum
Dexes,StellaSwap V3,['Algebra DEX'],2116035.1317604063,Moonbeam
Yield Aggregator,Affine DeFi,,2114969.0461310204,Multi-Chain
Dexes,MiaSwap,['Uniswap V2'],2112141.3077961016,Onus
Prediction Market,Thales,,2111855.603180571,Multi-Chain
Dexes,Nerve Staking,,2104652.0,Nuls
Dexes,Proton Swap,,2093722.524192,Proton
Algo-Stables,Sperax USD,,2075394.8938049907,Multi-Chain
Dexes,Defi Swap,['Uniswap V2'],2071861.0922492696,Ethereum
Farm,ZoomSwap,['Goose Finance'],2047884.2659986094,IoTeX
Farm,Polycat,['Uniswap V2'],2038802.5707579185,Polygon
Dexes,Smoothy,,2032738.833733,Multi-Chain
Dexes,Zeniq Swap,,2030514.6771564153,Zeniq
Lending,Goledo,['AAVE'],2017110.3516238471,Conflux
Dexes,Swaap,,2015686.1518812291,Polygon
Options,Zeta,,1975399.4617062376,Solana
Dexes,Definix,,1975301.1006344906,Multi-Chain
Dexes,3xcalibur,['Solidly'],1953527.3404133965,Arbitrum
Lending,CREAM Lending,['Compound'],1949595.4977765146,Multi-Chain
Dexes,Spectrum Finance,,1944313.13,Ergo
Dexes,XSwap Protocol,['Uniswap V2'],1897660.7905348814,XDC
Insurance,Ensuro,,1895129.5183,Polygon
Algo-Stables,Sigmausd,,1884350.7676082177,Ergo
Dexes,BSCSwap,['Uniswap V2'],1874251.2101281187,Binance
Dexes,Proton Dex,,1867993.455229,Proton
Services,TokenPocket,,1851270.0,Ethereum
Dexes,Daytona Finance,['Uniswap V2'],1850023.3694617548,Pulse
Dexes,Swapr,['Uniswap V2'],1847789.6606764065,Multi-Chain
Algo-Stables,DefiDollar DAO,,1841817.308305826,Ethereum
Yield Aggregator,BarnBridge,,1816729.4476185616,Multi-Chain
Yield,Cyclone,,1810701.8629302778,Multi-Chain
Options,PsyOptions,,1802915.2594292958,Solana
Dexes,Terraswap,,1801617.1196388458,Multi-Chain
Dexes,Bitindi Dex,['Uniswap V2'],1788769.3371093636,Bitindi
Dexes,Integral,,1785012.772720502,Multi-Chain
Options,Siren,,1763814.4163391646,Multi-Chain
Yield,Pods Yield,,1734891.292188345,Ethereum
Lending,Tonpound,['Compound'],1730304.759861586,Ethereum
Dexes,Nerve,['Saddle Finance'],1707205.6185666816,Binance
RWA,CACHE.Gold,,1703542.700193,Ethereum
Liquid Staking,Stakehouse,,1700721.7145364857,Ethereum
Dexes,FstSwap,['Uniswap V2'],1684034.6218378777,Binance
Liquid Staking,IFPool,,1678494.043598863,CSC
Payments,Superfluid,,1675132.7101019039,Multi-Chain
Dexes,WYND DEX,,1660988.130802693,Juno
Lending,0vix,['Compound'],1659401.9633074405,Multi-Chain
Dexes,Titano Swych,['Uniswap V2'],1652450.7211980377,Binance
Yield,Zookeeper,,1640055.9052166438,Multi-Chain
Services,Hodl Fox,,1637855.17,Mixin
Derivatives,DerivaDEX,,1630628.377388916,Ethereum
Yield,GoodDollar,,1628090.27531467,Multi-Chain
Dexes,FX Swap,['Uniswap V2'],1627592.625939205,FunctionX
NFT Lending,FRAKT,,1620910.3488603067,Solana
Staking Pool,HashMix FIL,,1613407.3996244592,Filecoin
Yield,Scrub Invest,,1611573.7941814694,Kava
Derivatives,El Dorado Exchange,['GMX'],1601401.3089962974,Multi-Chain
Uncollateralized Lending,TrueFi,,1598374.50574083,Ethereum
Lending,Beta Finance,,1594921.1198127517,Multi-Chain
RWA Lending,Goldfinch,,1584551.011228,Ethereum
Yield,UniFarm,,1579024.7501851008,Multi-Chain
Derivatives,RabbitX,,1578290.690731,Ethereum
Dexes,Tokenlon,,1574163.289379182,Ethereum
Services,Mean Finance,,1554967.2185203678,Multi-Chain
Dexes,NerveSwap,,1536481.076837,Nuls
Lending,Tropykus RSK,['Compound'],1536205.323063,RSK
Dexes,Forge,['Uniswap V3'],1530316.0601972693,Evmos
Dexes,Maia V3,['Uniswap V3'],1530302.9179596566,Metis
Indexes,Phuture,,1523933.8096271872,Multi-Chain
Yield,DELV,,1518385.0167988795,Ethereum
Dexes,Moon Swap,['Uniswap V2'],1512978.707678,Conflux
CDP,Nitron,['Demex'],1511603.4239569337,Carbon
Dexes,Elk,['Uniswap V2'],1506091.839748731,Multi-Chain
Dexes,Eklipse Finance,['Curve'],1499718.555709435,Klaytn
Prediction Market,Augur,,1498912.1485020472,Ethereum
Dexes,Hydradex V3,['Uniswap V3'],1481809.9572331172,Hydra
Lending,Hector Lending,['Compound'],1477381.7121458158,Fantom
Dexes,ShadowSwap,['Uniswap V2'],1466612.8928707386,CORE
Dexes,QuipuSwap V2,,1465181.5763320953,Tezos
Dexes,Arbswap StableSwap,,1463302.9933021269,Multi-Chain
Indexes,PieDAO,,1462289.2234504942,Ethereum
Farm,Bao Masterchef V1,,1461955.8336908256,Multi-Chain
CDP,Arkadiko,,1457826.0338263586,Stacks
Lending,WEMIX.FI Lend,,1451889.1033321822,WEMIX
Bridge,Interlay BTC,,1451448.5436323402,Interlay
Lending,Prime Protocol,,1451307.025821538,Multi-Chain
Derivatives,handle.fi Perps,['GMX'],1448333.3120321627,Arbitrum
Yield,Geyser,,1440377.7299819998,Multi-Chain
Dexes,Bunicorn,,1434292.989642,Binance
Yield,Planet Farm,,1427423.9518707932,Binance
Lending,Hadouken Lend,,1419035.5259505562,GodwokenV1
Yield,Rodeo,,1415723.242028,Arbitrum
Dexes,DDEX,,1407016.5392339095,Ethereum
Gaming,AstarFarm,,1404259.8314132611,Astar
Dexes,Swapsicle,['Uniswap V2'],1401280.1748276297,Multi-Chain
Services,Nested,,1399374.8256597964,Multi-Chain
Dexes,SaitaSwap,['Uniswap V2'],1386880.1812507275,Multi-Chain
Indexes,Fractional Art,,1385219.7484628002,Ethereum
Dexes,Polkaswap,,1382109.39,Sora
Farm,GroveCoin,,1381365.3639919586,Multi-Chain
Dexes,EmpireDEX,['Uniswap V2'],1371360.193619422,Multi-Chain
Lending,Annex,,1368007.8949437258,Multi-Chain
Dexes,Demex,,1359138.070846758,Carbon
Derivatives,HMX,,1356971.54033073,Multi-Chain
Yield,Kalmy App,,1356424.8395571338,Multi-Chain
Algo-Stables,Algomint,,1347416.9907427323,Algorand
Yield,Golff Protocol,,1345885.1297093022,Multi-Chain
Derivatives,Onchain Trade,,1344686.466202653,zkSync Era
Yield,Hyper Finance,,1344271.5957552607,Binance
Liquid Staking,Socean,,1339717.061877916,Solana
Dexes,Lif3 Swap,['Uniswap V2'],1337630.8465007897,Multi-Chain
Dexes,MM Finance Polygon,['Uniswap V2'],1327567.5848703836,Polygon
Yield,Liquid Finance,,1319046.458009647,Arbitrum
Dexes,Sirius Finance,['Curve'],1314858.7289014268,Astar
CDP,Ratio Finance,,1312427.095756,Solana
Lending,Puzzle Lend,,1310514.537201,Waves
Yield,Popcorn,,1306236.891556552,Multi-Chain
Options,Option Dance,,1303052.77,Mixin
Dexes,MCDEX,,1294682.5300955903,Multi-Chain
CDP,FLRLoans,['Liquity'],1288483.7687426745,Songbird
Dexes,NiiFi,['Uniswap V2'],1287475.5929073265,Nahmii
Yield,Mero,,1278172.0843190246,Ethereum
Liquidity manager,SteakHut Liquidity,,1276609.2035337456,Multi-Chain
Yield,Revault,,1267106.5318956336,Binance
Lending,Mesher,['Compound'],1262330.876142557,Multi-Chain
Lending,ForTube,,1260318.3009467465,Multi-Chain
Lending,Apricot Finance,,1259530.058674636,Solana
Dexes,Blueshift,,1258802.5775512059,Multi-Chain
Lending,Paladin Vote,,1251619.9786808847,Ethereum
Lending,Starfish Finance,['Compound'],1245263.7371917374,Astar
Lending,Lenen,['Compound'],1239857.3710999782,Vision
Yield,Universe XYZ,,1239613.5097955158,Ethereum
Options,Cega,,1238690.851938,Multi-Chain
Dexes,LFGSwap Core,['Uniswap V2'],1236578.877693461,CORE
Dexes,Voltage,"['Uniswap V2', 'Compound']",1235740.2994968013,Fuse
Dexes,Gyroscope Protocol,,1231817.1115125716,Polygon
Dexes,YuzuSwap,['Uniswap V2'],1220264.40531533,Oasis
Derivatives,Aboard Exchange,,1217086.8317720927,Multi-Chain
NFT Marketplace,Caviar V1,,1216590.9974467503,Ethereum
Liquidity manager,Antfarm finance,['Uniswap V2'],1207688.0381600538,Multi-Chain
Lending,Equilibrium Lending,,1207139.2153870284,Equilibrium
Yield,Bearn,"['Uniswap V2', 'Compound']",1198781.2058904443,Binance
Dexes,LFGSwap Arbitrum,['Uniswap V2'],1196110.5156554028,Arbitrum
Dexes,WagyuSwap,['Uniswap V2'],1191066.0597119476,Velas
CDP,GotchiVault,['QiDao'],1184733.033320083,Polygon
Dexes,TangoSwap,['Uniswap V2'],1179993.1938030384,smartBCH
Synthetics,Wrap Protocol,,1179013.6393369327,Ethereum
Lending,Mimas Finance,['Compound'],1172758.2011665804,Cronos
Dexes,HiveSwap,['Uniswap V2'],1164861.1357183894,Map
Lending,88mph,,1160162.6300550504,Multi-Chain
Dexes,Step Exchange,,1149458.0252580575,Step
CDP,GARD,,1146728.0503969877,Algorand
Farm,Goose Finance,,1144778.05,Binance
Dexes,Pandora,,1140613.9126880215,Binance
Dexes,IcecreamSwap,['Uniswap V2'],1140284.4026877102,Multi-Chain
Yield,Fractal Protocol,,1132680.264358919,Multi-Chain
Dexes,PegaSys,['Uniswap V2'],1125794.3103358394,Syscoin
NFT Lending,Pawnfi Lending,,1123174.0011731857,Ethereum
Derivatives,Madmex,['GMX'],1122699.9104610316,Polygon
Dexes,Hashflow,,1119063.342792323,Multi-Chain
Liquidity manager,Popsicle Finance,,1116372.1151406185,Multi-Chain
Dexes,Kromatika,,1085732.21560737,Multi-Chain
Yield,0xDAO,,1079407.2617571473,Fantom
Services,Gardens DAO,,1077202.0017260576,xDai
Yield Aggregator,Spice Finance,,1073335.7519418476,Ethereum
Leveraged Farming,Steadefi,,1072894.4440241773,Multi-Chain
Services,Bond Protocol,,1063852.7912756156,Multi-Chain
Cross Chain,Kintsugi,,1033456.63139075,Kintsugi
Synthetics,Taiga Protocol,,1032626.9425896946,Karura
Synthetics,Parcl,,1019727.438904,Solana
Liquid Staking,Argo Finance,['DIA'],1008792.5593204309,Cronos
Dexes,Fusion Dex,['Uniswap V2'],997970.5754306588,Multi-Chain
Liquid Staking,Tenderize,,997631.9305548295,Multi-Chain
Dexes,Kagla Finance,['Curve'],991513.4196460053,Astar
Synthetics,Scientix,['Alchemix'],991192.74,Binance
Farm,Monopoly Finance,,989370.549874603,Arbitrum
Dexes,MM Finance Arbitrum V3,['Uniswap V3'],989122.544666732,Arbitrum
Yield,PembRock Finance,,968305.1937921837,Near
Bridge,PepeTeam Bridge,,964910.4849703333,Multi-Chain
Dexes,Carbon Defi,,964266.6417760461,Ethereum
Dexes,Tethys AMM,"['Uniswap V2', 'Impermax Finance']",963622.9611627909,Metis
Cross Chain,KEEP Network,,962668.2987420593,Ethereum
Dexes,Penguin,,959575.3879068057,Solana
Dexes,Sphynx,['Uniswap V2'],958112.8288194094,Multi-Chain
Dexes,eckoDAO,,955797.2763731199,Kadena
Liquid Staking,NF3 APE,,955442.7391530905,Ethereum
Derivatives,Contango,,948270.5522705542,Multi-Chain
Synthetics,PERI Finance,,941502.0,Multi-Chain
Dexes,KuSwap,['Uniswap V2'],936531.0979783849,Kucoin
Derivatives,FutureSwap,,932035.7896998689,Multi-Chain
Lending,zkLend,,929509.458417357,Starknet
Dexes,Baryon Network,,925458.5216596446,Binance
Dexes,Glide Finance,['Uniswap V2'],915929.3958703795,Elastos
Dexes,Saros,,911748.729211306,Solana
Dexes,BlockNG,,908296.2843978417,smartBCH
Lending,Illuminate,,906711.9971783651,Ethereum
Services,Hats.V1,,900394.4963529902,Ethereum
Cross Chain,MessinaOne,,895035.4445709314,Multi-Chain
Yield,APY Finance,,893791.828491,Ethereum
Dexes,Solunea,['Solidly'],892707.0581245387,Multi-Chain
NFT Lending,Revest Finance,,888935.7882763939,Multi-Chain
Yield,Sense,,887944.322107952,Ethereum
Dexes,Karura Swap,,882517.711710521,Karura
CDP,Fluidity Money,,881270.2136962251,Multi-Chain
Derivatives,Cap V4,,878795.1434382511,Arbitrum
Liquidity manager,Unibot V2,,870434.6950608031,Multi-Chain
Lending,SmartCredit,,869448.4554307638,Ethereum
RWA Lending,Centrifuge,,869377.4796092364,Ethereum
Dexes,OpenOcean,,867461.3117302336,Multi-Chain
Dexes,Astroport Classic,,863541.8137369057,Terra
Derivatives,nftperp,,863344.2375185519,Arbitrum
Derivatives,HashDAO Finance,,862317.8016331135,Arbitrum
Dexes,Swarm Markets,['Balancer'],857621.250873824,Multi-Chain
Yield,Neutra Finance,,857196.9377189192,Arbitrum
Lending,MANTRA DAO,,855007.007700706,Multi-Chain
Derivatives,Vega Protocol,,852756.8957079999,Ethereum
Indexes,Symmetry,,849919.2884744679,Solana
Derivatives,Tethys Perpetual,['GMX'],848794.5299336211,Metis
Dexes,SnowSwap AMM,,848556.9130958507,Crab
Dexes,Tegisto,,845859.0505660551,Kava
Lending,LendFlare,,843398.4043568965,Ethereum
Options Vault,Friktion,,843345.1854094078,Solana
Synthetics,ION DAO,,840973.5148907399,Osmosis
Prediction Market,ZKasino,,838749.8227183995,Multi-Chain
Dexes,Rubicon,,838590.5136987993,Optimism
Yield,Alchemist,,836943.3279770683,Ethereum
Dexes,MistSwap,['Uniswap V2'],836025.7761360237,smartBCH
Dexes,QuipuSwap Stableswap,,829631.2228114824,Tezos
Dexes,Intercroneswap,['Uniswap V2'],827257.1777176757,Multi-Chain
Lending,Timeswap V2,,820433.0912982228,Multi-Chain
Liquid Staking,sKCS,,818961.4145476286,Kucoin
Liquidity manager,Charm Finance,,817068.651673029,Ethereum
Dexes,SecretSwap,,815888.5158629314,Secret
Insurance,Cover Protocol,,811776.6685023538,Ethereum
Dexes,SocialSwap,,811213.8613275909,Tron
Lending,Ram Protocol,['Compound'],807436.750777,ThunderCore
Dexes,Alita Finance,['Uniswap V2'],806696.6275274459,Binance
Bridge,SWFT,,802522.5529935568,Multi-Chain
Dexes,LuaSwap,['Uniswap V2'],800732.594777315,Multi-Chain
Yield,Pacoca,,799759.89,Binance
Dexes,Paraluni Dex,['Uniswap V2'],789711.064077592,Binance
Liquid Staking,Ditto,,786018.1512149397,Aptos
Dexes,MM Finance Arbitrum,['Uniswap V2'],784428.0515650971,Arbitrum
Dexes,Vexchange,['Uniswap V2'],784205.452804,VeChain
Insurance,iTrust Finance,,780729.8319523318,Ethereum
Dexes,CrowdSwap,,779301.8775935809,Multi-Chain
Dexes,Noah Swap,['Uniswap V2'],773422.7787472034,EOS EVM
Dexes,Spartacus Exchange,['Solidly'],772938.1871566579,Fantom
Staking Pool,FilFi,,771157.926,Filecoin
